Source,Target,Source Name,Target Name,Common Users,Source Population,Target Population,Total Population,Exposure,Phi-Correlation,T-Test,P-values,Over-expression
jpn,hin,Japanese,Hindi,24,2602426,1171,17694811,0.020495303,-0.002907397,-4.69024072,1.36E-06,0.139354785
jpn,swa,Japanese,Swahili (macrolanguage),24,2602426,5636,17694811,0.004258339,-0.007197502,-11.61133256,1.81E-31,0.028953948
swa,jpn,Swahili (macrolanguage),Japanese,24,5636,2602426,17694811,9.22E-06,-0.007197502,-11.61133256,1.81E-31,0.028953948
por,zho,Portuguese,Chinese,24,1617409,24113,17694811,0.000995314,-0.011588996,-14.73956413,1.81E-49,0.010888952
zho,por,Chinese,Portuguese,24,24113,1617409,17694811,1.48E-05,-0.011588996,-14.73956413,1.81E-49,0.010888952
ces,sqi,Czech,Albanian,23,24573,5155,17694811,0.004461688,0.00140867,0.220811262,0.412620614,3.212823842
sqi,ces,Albanian,Czech,23,5155,24573,17694811,0.000935987,0.00140867,0.220811262,0.412620614,3.212823842
hbs,tur,Serbo-Croatian,Turkish,23,8152,233158,17694811,9.86E-05,-0.001949608,-0.941394101,0.173251955,0.214121004
tur,hbs,Turkish,Serbo-Croatian,23,233158,8152,17694811,0.002821394,-0.001949608,-0.941394101,0.173251955,0.214121004
mkd,ukr,Macedonian,Ukrainian,22,890,2842,17694811,0.007741027,0.013744546,0.732538757,0.231950102,22
ukr,mkd,Ukrainian,Macedonian,22,2842,890,17694811,0.024719101,0.013744546,0.732538757,0.231950102,22
pol,slk,Polish,Slovak,22,8207,3657,17694811,0.00601586,0.003707399,0.335823948,0.368506107,12.97057458
slk,pol,Slovak,Polish,22,3657,8207,17694811,0.002680638,0.003707399,0.335823948,0.368506107,12.97057458
glg,sqi,Galician,Albanian,22,9302,5155,17694811,0.004267701,0.002786818,0.268752043,0.39406323,8.118272115
sqi,glg,Albanian,Galician,22,5155,9302,17694811,0.002365083,0.002786818,0.268752043,0.39406323,8.118272115
ces,ron,Czech,Romanian,22,24573,5040,17694811,0.004365079,0.001349076,0.211469684,0.41626127,3.143257004
ron,ces,Romanian,Czech,22,5040,24573,17694811,0.000895292,0.001349076,0.211469684,0.41626127,3.143257004
cat,hbs,Catalan,Serbo-Croatian,22,32376,8152,17694811,0.002698724,0.000436572,0.078551389,0.46869497,1.47496341
hbs,cat,Serbo-Croatian,Catalan,22,8152,32376,17694811,0.000679516,0.000436572,0.078551389,0.46869497,1.47496341
ben,msa,Bengali,Malay (macrolanguage),22,178,1651705,17694811,1.33E-05,0.000329816,0.423874433,0.335828723,1.324085786
msa,ben,Malay (macrolanguage),Bengali,22,1651705,178,17694811,0.123595506,0.000329816,0.423874433,0.335828723,1.324085786
mal,msa,Malayalam,Malay (macrolanguage),22,216,1651705,17694811,1.33E-05,0.000102179,0.131318617,0.44776164,1.091144768
msa,mal,Malay (macrolanguage),Malayalam,22,1651705,216,17694811,0.101851852,0.000102179,0.131318617,0.44776164,1.091144768
deu,sqi,German,Albanian,22,73897,5155,17694811,0.004267701,2.42E-05,0.006584552,0.497373172,1.021911136
sqi,deu,Albanian,German,22,5155,73897,17694811,0.000297712,2.42E-05,0.006584552,0.497373172,1.021911136
mlt,nld,Maltese,Dutch,22,1156,435128,17694811,5.06E-05,-0.000290157,-0.191399099,0.424106508,0.773915856
nld,mlt,Dutch,Maltese,22,435128,1156,17694811,0.019031142,-0.000290157,-0.191399099,0.424106508,0.773915856
fra,sqi,French,Albanian,22,147843,5155,17694811,0.004267701,-0.000766571,-0.294747572,0.384093567,0.510786221
sqi,fra,Albanian,French,22,5155,147843,17694811,0.000148807,-0.000766571,-0.294747572,0.384093567,0.510786221
fra,vie,French,Vietnamese,22,147843,6150,17694811,0.003577236,-0.000978755,-0.376332401,0.353335167,0.428146824
vie,fra,Vietnamese,French,22,6150,147843,17694811,0.000148807,-0.000978755,-0.376332401,0.353335167,0.428146824
por,slv,Portuguese,Slovenian,22,1617409,2230,17694811,0.009865471,-0.003176564,-4.039888742,2.67E-05,0.107930426
slv,por,Slovenian,Portuguese,22,2230,1617409,17694811,1.36E-05,-0.003176564,-4.039888742,2.67E-05,0.107930426
rus,swe,Russian,Swedish,22,243159,36604,17694811,0.000601027,-0.005139196,-2.534220014,0.005635208,0.043737073
swe,rus,Swedish,Russian,22,36604,243159,17694811,9.05E-05,-0.005139196,-2.534220014,0.005635208,0.043737073
dan,sqi,Danish,Albanian,21,12029,5155,17694811,0.004073715,0.002222854,0.243775857,0.403704288,5.992486006
sqi,dan,Albanian,Danish,21,5155,12029,17694811,0.001745781,0.002222854,0.243775857,0.403704288,5.992486006
ces,swa,Czech,Swahili (macrolanguage),21,24573,5636,17694811,0.003726047,0.001120336,0.175614319,0.430299199,2.683095049
swa,ces,Swahili (macrolanguage),Czech,21,5636,24573,17694811,0.000854597,0.001120336,0.175614319,0.430299199,2.683095049
afr,dan,Afrikaans,Danish,21,24782,12029,17694811,0.001745781,0.000240792,0.037904634,0.484882012,1.246520271
dan,afr,Danish,Afrikaans,21,12029,24782,17694811,0.000847389,0.000240792,0.037904634,0.484882012,1.246520271
fas,msa,Persian,Malay (macrolanguage),21,2719,1651705,17694811,1.27E-05,-0.003648621,-4.689187798,1.37E-06,0.082741527
msa,fas,Malay (macrolanguage),Persian,21,1651705,2719,17694811,0.007723428,-0.003648621,-4.689187798,1.37E-06,0.082741527
hbs,sqi,Serbo-Croatian,Albanian,20,8152,5155,17694811,0.003879728,0.002719871,0.245543646,0.40302085,8.421376485
sqi,hbs,Albanian,Serbo-Croatian,20,5155,8152,17694811,0.002453386,0.002719871,0.245543646,0.40302085,8.421376485
dan,pol,Danish,Polish,20,12029,8207,17694811,0.002436944,0.00145222,0.15926172,0.436732676,3.584775524
pol,dan,Polish,Danish,20,8207,12029,17694811,0.001662649,0.00145222,0.15926172,0.436732676,3.584775524
afr,sqi,Afrikaans,Albanian,20,24782,5155,17694811,0.003879728,0.001131687,0.178146421,0.429304721,2.770198576
sqi,afr,Albanian,Afrikaans,20,5155,24782,17694811,0.000807037,0.001131687,0.178146421,0.429304721,2.770198576
gle,msa,Irish,Malay (macrolanguage),20,359,1651705,17694811,1.21E-05,-0.000582695,-0.748871649,0.226967338,0.596827728
msa,gle,Malay (macrolanguage),Irish,20,1651705,359,17694811,0.055710306,-0.000582695,-0.748871649,0.226967338,0.596827728
kor,swa,Korean,Swahili (macrolanguage),20,289982,5636,17694811,0.003548616,-0.001805096,-0.972042093,0.16551521,0.216537889
swa,kor,Swahili (macrolanguage),Korean,20,5636,289982,17694811,6.90E-05,-0.001805096,-0.972042093,0.16551521,0.216537889
ara,hbs,Arabic,Serbo-Croatian,20,366643,8152,17694811,0.002453386,-0.002753112,-1.667040164,0.047753636,0.11840454
hbs,ara,Serbo-Croatian,Arabic,20,8152,366643,17694811,5.45E-05,-0.002753112,-1.667040164,0.047753636,0.11840454
fas,spa,Persian,Spanish,20,2719,2043468,17694811,9.79E-06,-0.004194121,-5.995541807,1.01E-09,0.063694052
spa,fas,Spanish,Persian,20,2043468,2719,17694811,0.007355645,-0.004194121,-5.995541807,1.01E-09,0.063694052
ces,vie,Czech,Vietnamese,19,24573,6150,17694811,0.003089431,0.000851566,0.133484173,0.446905787,2.22467325
vie,ces,Vietnamese,Czech,19,6150,24573,17694811,0.000773206,0.000851566,0.133484173,0.446905787,2.22467325
deu,fin,German,Finnish,19,73897,3856,17694811,0.004927386,0.000171973,0.046748579,0.481356869,1.179874177
fin,deu,Finnish,German,19,3856,73897,17694811,0.000257115,0.000171973,0.046748579,0.481356869,1.179874177
ara,dan,Arabic,Danish,19,366643,12029,17694811,0.001579516,-0.003504682,-2.12212919,0.01691378,0.076230121
dan,ara,Danish,Arabic,19,12029,366643,17694811,5.18E-05,-0.003504682,-2.12212919,0.01691378,0.076230121
afr,hbs,Afrikaans,Serbo-Croatian,18,24782,8152,17694811,0.002208047,0.000463579,0.072975014,0.470913295,1.576586886
hbs,afr,Serbo-Croatian,Afrikaans,18,8152,24782,17694811,0.000726334,0.000463579,0.072975014,0.470913295,1.576586886
jpn,kan,Japanese,Kannada,18,2602426,101,17694811,0.178217822,0.00021009,0.338917474,0.367335964,1.211765742
kan,jpn,Kannada,Japanese,18,101,2602426,17694811,6.92E-06,0.00021009,0.338917474,0.367335964,1.211765742
ces,zho,Czech,Chinese,18,24573,24113,17694811,0.000746485,-0.000637064,-0.099860655,0.460227884,0.537537796
zho,ces,Chinese,Czech,18,24113,24573,17694811,0.000732511,-0.000637064,-0.099860655,0.460227884,0.537537796
afr,ita,Afrikaans,Italian,18,24782,89242,17694811,0.000201699,-0.002282309,-0.681797454,0.247684402,0.144016677
ita,afr,Italian,Afrikaans,18,89242,24782,17694811,0.000726334,-0.002282309,-0.681797454,0.247684402,0.144016677
ces,tha,Czech,Thai,18,24573,154171,17694811,0.000116753,-0.003202191,-1.257326416,0.104318683,0.084073197
tha,ces,Thai,Czech,18,154171,24573,17694811,0.000732511,-0.003202191,-1.257326416,0.104318683,0.084073197
jpn,slk,Japanese,Slovak,18,2602426,3657,17694811,0.004922067,-0.005770473,-9.309099227,6.45E-21,0.033466869
slk,jpn,Slovak,Japanese,18,3657,2602426,17694811,6.92E-06,-0.005770473,-9.309099227,6.45E-21,0.033466869
deu,slv,German,Slovenian,17,73897,2230,17694811,0.007623318,0.000600111,0.163132106,0.435207434,1.825421574
slv,deu,Slovenian,German,17,2230,73897,17694811,0.00023005,0.000600111,0.163132106,0.435207434,1.825421574
hye,jpn,Armenian,Japanese,17,253,2602426,17694811,6.53E-06,-0.000852809,-1.375754245,0.084448925,0.456873469
jpn,hye,Japanese,Armenian,17,2602426,253,17694811,0.067193676,-0.000852809,-1.375754245,0.084448925,0.456873469
sqi,tur,Albanian,Turkish,17,5155,233158,17694811,7.29E-05,-0.001478903,-0.714107228,0.237580796,0.250274071
tur,sqi,Turkish,Albanian,17,233158,5155,17694811,0.003297769,-0.001478903,-0.714107228,0.237580796,0.250274071
dan,jpn,Danish,Japanese,17,12029,2602426,17694811,6.53E-06,-0.010726458,-17.30494952,2.18E-67,0.009609193
jpn,dan,Japanese,Danish,17,2602426,12029,17694811,0.001413251,-0.010726458,-17.30494952,2.18E-67,0.009609193
ces,mlt,Czech,Maltese,16,24573,1156,17694811,0.01384083,0.00270277,0.423664443,0.335907129,9.966665808
mlt,ces,Maltese,Czech,16,1156,24573,17694811,0.000651121,0.00270277,0.423664443,0.335907129,9.966665808
vie,zho,Vietnamese,Chinese,16,6150,24113,17694811,0.000663542,0.000626215,0.097236884,0.461269543,1.90914779
zho,vie,Chinese,Vietnamese,16,24113,6150,17694811,0.002601626,0.000626215,0.097236884,0.461269543,1.90914779
ita,vie,Italian,Vietnamese,16,89242,6150,17694811,0.002601626,-0.000642735,-0.192004568,0.423869532,0.515847702
vie,ita,Vietnamese,Italian,16,6150,89242,17694811,0.000179288,-0.000642735,-0.192004568,0.423869532,0.515847702
est,nld,Estonian,Dutch,16,2078,435128,17694811,3.68E-05,-0.001181957,-0.77966765,0.217793474,0.313114613
nld,est,Dutch,Estonian,16,435128,2078,17694811,0.007699711,-0.001181957,-0.77966765,0.217793474,0.313114613
isl,por,Icelandic,Portuguese,16,588,1617409,17694811,9.89E-06,-0.001284109,-1.633096606,0.051224438,0.297693073
por,isl,Portuguese,Icelandic,16,1617409,588,17694811,0.027210884,-0.001284109,-1.633096606,0.051224438,0.297693073
nld,ron,Dutch,Romanian,16,435128,5040,17694811,0.003174603,-0.00233408,-1.5396586,0.06182216,0.129097652
ron,nld,Romanian,Dutch,16,5040,435128,17694811,3.68E-05,-0.00233408,-1.5396586,0.06182216,0.129097652
hun,por,Hungarian,Portuguese,16,4804,1617409,17694811,9.89E-06,-0.005036393,-6.405230378,7.51E-11,0.036437037
por,hun,Portuguese,Hungarian,16,1617409,4804,17694811,0.003330558,-0.005036393,-6.405230378,7.51E-11,0.036437037
cat,rus,Catalan,Russian,16,32376,243159,17694811,6.58E-05,-0.004871997,-2.402456799,0.008143051,0.035962707
rus,cat,Russian,Catalan,16,243159,32376,17694811,0.000494193,-0.004871997,-2.402456799,0.008143051,0.035962707
cat,kor,Catalan,Korean,16,32376,289982,17694811,5.52E-05,-0.00535968,-2.886218163,0.001949653,0.030155857
kor,cat,Korean,Catalan,16,289982,32376,17694811,0.000494193,-0.00535968,-2.886218163,0.001949653,0.030155857
kor,swe,Korean,Swedish,16,289982,36604,17694811,0.000437111,-0.005720059,-3.080290398,0.001034091,0.02667266
swe,kor,Swedish,Korean,16,36604,289982,17694811,5.52E-05,-0.005720059,-3.080290398,0.001034091,0.02667266
ara,swe,Arabic,Swedish,16,366643,36604,17694811,0.000437111,-0.006483008,-3.925601603,4.33E-05,0.021095701
swe,ara,Swedish,Arabic,16,36604,366643,17694811,4.36E-05,-0.006483008,-3.925601603,4.33E-05,0.021095701
ita,mlt,Italian,Maltese,15,89242,1156,17694811,0.012975779,0.000905128,0.270389491,0.393430625,2.572823883
mlt,ita,Maltese,Italian,15,1156,89242,17694811,0.000168082,0.000905128,0.270389491,0.393430625,2.572823883
hin,ita,Hindi,Italian,15,1171,89242,17694811,0.000168082,0.000891893,0.266435856,0.394952085,2.53986713
ita,hin,Italian,Hindi,15,89242,1171,17694811,0.012809564,0.000891893,0.266435856,0.394952085,2.53986713
lit,rus,Lithuanian,Russian,15,696,243159,17694811,6.17E-05,0.000420744,0.207472967,0.417820338,1.568330538
rus,lit,Russian,Lithuanian,15,243159,696,17694811,0.021551724,0.000420744,0.207472967,0.417820338,1.568330538
fra,mlt,French,Maltese,15,147843,1156,17694811,0.012975779,0.000410312,0.15776553,0.437320889,1.5530255
mlt,fra,Maltese,French,15,1156,147843,17694811,0.000101459,0.000410312,0.15776553,0.437320889,1.5530255
eus,fra,Basque,French,15,1950,147843,17694811,0.000101459,-7.65E-05,-0.029395296,0.488274682,0.920665373
fra,eus,French,Basque,15,147843,1950,17694811,0.007692308,-7.65E-05,-0.029395296,0.488274682,0.920665373
fin,fra,Finnish,French,15,3856,147843,17694811,0.000101459,-0.00072422,-0.278463355,0.39032854,0.465585445
fra,fin,French,Finnish,15,147843,3856,17694811,0.003890041,-0.00072422,-0.278463355,0.39032854,0.465585445
tha,vie,Thai,Vietnamese,15,154171,6150,17694811,0.002439024,-0.00125875,-0.494240615,0.310568482,0.279936406
vie,tha,Vietnamese,Thai,15,6150,154171,17694811,9.73E-05,-0.00125875,-0.494240615,0.310568482,0.279936406
cym,msa,Welsh,Malay (macrolanguage),15,910,1651705,17694811,9.08E-06,-0.001894731,-2.435086594,0.007444166,0.176588864
msa,cym,Malay (macrolanguage),Welsh,15,1651705,910,17694811,0.016483516,-0.001894731,-2.435086594,0.007444166,0.176588864
dan,tha,Danish,Thai,15,12029,154171,17694811,9.73E-05,-0.002095257,-0.82269111,0.205342472,0.143121531
tha,dan,Thai,Danish,15,154171,12029,17694811,0.001246986,-0.002095257,-0.82269111,0.205342472,0.143121531
heb,msa,Hebrew,Malay (macrolanguage),15,3384,1651705,17694811,9.08E-06,-0.004226946,-5.432460154,2.78E-08,0.047486958
msa,heb,Malay (macrolanguage),Hebrew,15,1651705,3384,17694811,0.004432624,-0.004226946,-5.432460154,2.78E-08,0.047486958
lao,tha,Lao,Thai,14,91,154171,17694811,9.08E-05,0.003541506,1.390558475,0.082180681,14
lav,lit,Latvian,Lithuanian,14,13573,696,17694811,0.020114943,0.004383038,0.510605374,0.304817858,14
tha,lao,Thai,Lao,14,154171,91,17694811,0.153846154,0.003541506,1.390558475,0.082180681,14
lit,lav,Lithuanian,Latvian,14,696,13573,17694811,0.00103146,0.004383038,0.510605374,0.304817858,14
ces,hat,Czech,Haitian,14,24573,2600,17694811,0.005384615,0.001300787,0.203900362,0.419216525,3.877416332
hat,ces,Haitian,Czech,14,2600,24573,17694811,0.000569731,0.001300787,0.203900362,0.419216525,3.877416332
deu,fas,German,Persian,14,73897,2719,17694811,0.005148952,0.000186998,0.050832874,0.479729416,1.232928662
fas,deu,Persian,German,14,2719,73897,17694811,0.000189453,0.000186998,0.050832874,0.479729416,1.232928662
ces,nor,Czech,Norwegian,14,24573,16500,17694811,0.000848485,-0.000443194,-0.069471273,0.472307532,0.610986816
nor,ces,Norwegian,Czech,14,16500,24573,17694811,0.000569731,-0.000443194,-0.069471273,0.472307532,0.610986816
bod,eng,Tibetan,English,14,40,10859465,17694811,1.29E-06,-0.000814318,-2.68347947,0.003643028,0.570302851
eng,bod,English,Tibetan,14,10859465,40,17694811,0.35,-0.000814318,-2.68347947,0.003643028,0.570302851
est,rus,Estonian,Russian,14,2078,243159,17694811,5.76E-05,-0.000652063,-0.321538691,0.373901236,0.490273108
rus,est,Russian,Estonian,14,243159,2078,17694811,0.006737247,-0.000652063,-0.321538691,0.373901236,0.490273108
est,fil,Estonian,Filipino (macrolanguage),14,2078,257611,17694811,5.43E-05,-0.000707669,-0.359179081,0.35973071,0.462768743
fil,est,Filipino (macrolanguage),Estonian,14,257611,2078,17694811,0.006737247,-0.000707669,-0.359179081,0.35973071,0.462768743
gle,por,Irish,Portuguese,14,359,1617409,17694811,8.66E-06,-0.000819143,-1.041763833,0.148760671,0.426638123
por,gle,Portuguese,Irish,14,1617409,359,17694811,0.038997214,-0.000819143,-1.041763833,0.148760671,0.426638123
kat,spa,Georgian,Spanish,14,416,2043468,17694811,6.85E-06,-0.001241448,-1.774649347,0.037977976,0.291415597
spa,kat,Spanish,Georgian,14,2043468,416,17694811,0.033653846,-0.001241448,-1.774649347,0.037977976,0.291415597
slk,tur,Slovak,Turkish,14,3657,233158,17694811,6.00E-05,-0.001178685,-0.569142957,0.284629838,0.29053515
tur,slk,Turkish,Slovak,14,233158,3657,17694811,0.003828275,-0.001178685,-0.569142957,0.284629838,0.29053515
fin,tur,Finnish,Turkish,14,3856,233158,17694811,6.00E-05,-0.001235916,-0.59677779,0.275328164,0.275541246
tur,fin,Turkish,Finnish,14,233158,3856,17694811,0.003630705,-0.001235916,-0.59677779,0.275328164,0.275541246
fin,rus,Finnish,Russian,14,3856,243159,17694811,5.76E-05,-0.001282256,-0.632292977,0.263598023,0.264208381
rus,fin,Russian,Finnish,14,243159,3856,17694811,0.003630705,-0.001282256,-0.632292977,0.263598023,0.264208381
kor,ron,Korean,Romanian,14,289982,5040,17694811,0.002777778,-0.001809439,-0.974380593,0.164934207,0.169501048
ron,kor,Romanian,Korean,14,5040,289982,17694811,4.83E-05,-0.001809439,-0.974380593,0.164934207,0.169501048
nor,tur,Norwegian,Turkish,14,16500,233158,17694811,6.00E-05,-0.003302915,-1.594862068,0.05537222,0.064393154
tur,nor,Turkish,Norwegian,14,233158,16500,17694811,0.000848485,-0.003302915,-1.594862068,0.05537222,0.064393154
glg,nld,Galician,Dutch,14,9302,435128,17694811,3.22E-05,-0.003418556,-2.255032095,0.012065905,0.061204112
nld,glg,Dutch,Galician,14,435128,9302,17694811,0.001505053,-0.003418556,-2.255032095,0.012065905,0.061204112
ces,slv,Czech,Slovenian,13,24573,2230,17694811,0.005829596,0.001338819,0.209861962,0.416888576,4.197843435
slv,ces,Slovenian,Czech,13,2230,24573,17694811,0.000529036,0.001338819,0.209861962,0.416888576,4.197843435
slk,swe,Slovak,Swedish,13,3657,36604,17694811,0.000355152,0.000470294,0.089974964,0.464153801,1.718445541
swe,slk,Swedish,Slovak,13,36604,3657,17694811,0.003554826,0.000470294,0.089974964,0.464153801,1.718445541
chr,eng,Cherokee,English,13,14,10859465,17694811,1.20E-06,0.000575206,1.895517317,0.029011963,1.51304838
eng,chr,English,Cherokee,13,10859465,14,17694811,0.928571429,0.000575206,1.895517317,0.029011963,1.51304838
afr,nor,Afrikaans,Norwegian,13,24782,16500,17694811,0.000787879,-0.000500483,-0.078784387,0.46860238,0.562560174
nor,afr,Norwegian,Afrikaans,13,16500,24782,17694811,0.000524574,-0.000500483,-0.078784387,0.46860238,0.562560174
fin,kor,Finnish,Korean,13,3856,289982,17694811,4.48E-05,-0.001513617,-0.815080389,0.207513483,0.205722226
kor,fin,Korean,Finnish,13,289982,3856,17694811,0.003371369,-0.001513617,-0.815080389,0.207513483,0.205722226
ara,heb,Arabic,Hebrew,13,366643,3384,17694811,0.003841608,-0.001638786,-0.992300711,0.160525756,0.185402475
heb,ara,Hebrew,Arabic,13,3384,366643,17694811,3.55E-05,-0.001638786,-0.992300711,0.160525756,0.185402475
hun,kor,Hungarian,Korean,13,4804,289982,17694811,4.48E-05,-0.001775862,-0.95629927,0.169460928,0.165125916
kor,hun,Korean,Hungarian,13,289982,4804,17694811,0.002706078,-0.001775862,-0.95629927,0.169460928,0.165125916
heb,por,Hebrew,Portuguese,13,3384,1617409,17694811,8.04E-06,-0.004202314,-5.344437852,4.54E-08,0.042028034
por,heb,Portuguese,Hebrew,13,1617409,3384,17694811,0.003841608,-0.004202314,-5.344437852,4.54E-08,0.042028034
ell,kat,Modern Greek (1453-),Georgian,12,30609,416,17694811,0.028846154,0.003163982,0.553536845,0.289949951,12
kat,ell,Georgian,Modern Greek (1453-),12,416,30609,17694811,0.000392042,0.003163982,0.553536845,0.289949951,12
ell,tam,Modern Greek (1453-),Tamil,12,30609,1432,17694811,0.008379888,0.00143968,0.251870209,0.400571539,4.844344445
tam,ell,Tamil,Modern Greek (1453-),12,1432,30609,17694811,0.000392042,0.00143968,0.251870209,0.400571539,4.844344445
dan,slk,Danish,Slovak,12,12029,3657,17694811,0.003281378,0.001435081,0.157382201,0.437473141,4.826948765
